Item Type,Brand,Age (Years),Condition,Weight (kg),Material Composition,Battery Included,Visible Damage,Screen Condition,Rust Presence,Wiring Condition,Resale Potential,Scrap Price (₹),Estimated Repair Cost (₹),Final Amount Paid (₹)
Microwave,Samsung,4,Working,5.9,"Plastic, Glass",No,No,N/A,No,N/A,Low,569.16,0,569.16
Mobile,Vivo,3,Scrap,48.4,Plastic,No,Yes,No Damage,No,N/A,Medium,11482.07,0,11482.07
Printer,Epson,8,Partially Working,3.7,Metal,No,Yes,N/A,Yes,Damaged Wires,High,596.53,3698,0.0
Laptop,Lenovo,14,Non-Working,47.0,"Glass, Plastic, Metal",No,Yes,Missing Parts,No,Intact,Medium,9273.07,1508,7765.07
Washing Machine,Bosch,11,Working,30.1,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,4252.87,0,4252.87
Laptop,Apple,12,Partially Working,39.2,Plastic,No,Yes,Missing Parts,No,Slightly Worn,High,10404.16,384,10020.16
Printer,Canon,1,Partially Working,30.0,"Plastic, Glass",No,Yes,N/A,No,Damaged Wires,High,3211.55,798,2413.55
Washing Machine,Bosch,7,Non-Working,33.2,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,8979.71,2601,6378.709999999999
Laptop,Acer,11,Partially Working,34.7,"Plastic, Glass",Yes,No,Cracked,No,Intact,Low,10256.43,2925,7331.43
Microwave,Samsung,5,Working,3.2,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,872.32,0,872.32
TV,LG,2,Scrap,8.9,"Plastic, Glass",No,No,No Damage,No,Slightly Worn,Low,2476.82,0,2476.82
TV,Samsung,10,Scrap,41.3,"Metal, Plastic",No,No,Cracked,No,Intact,Medium,3790.36,0,3790.36
AC,Daikin,13,Non-Working,24.6,Plastic,No,Yes,N/A,No,Damaged Wires,Low,1575.91,224,1351.91
Mobile,Samsung,4,Non-Working,45.9,Metal,Yes,Yes,Minor Scratches,Yes,N/A,High,5139.77,751,4388.77
Microwave,Panasonic,13,Working,59.6,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Low,16581.56,0,16581.56
Laptop,Lenovo,9,Non-Working,42.2,Plastic,No,Yes,Missing Parts,No,Slightly Worn,Low,3702.31,768,2934.31
AC,Hitachi,4,Partially Working,41.3,Metal,No,Yes,N/A,No,Intact,High,4448.74,2001,2447.74
TV,LG,12,Working,53.0,Metal,No,No,Minor Scratches,No,Damaged Wires,Low,13704.06,0,13704.06
Laptop,Lenovo,3,Non-Working,50.7,Plastic,Yes,Yes,No Damage,No,Intact,High,8473.19,3202,5271.1900000000005
Printer,Epson,3,Non-Working,27.0,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,High,6970.47,106,6864.47
Microwave,LG,8,Non-Working,45.4,Plastic,No,Yes,N/A,No,N/A,Low,11496.79,1828,9668.79
Printer,HP,15,Working,57.9,Metal,No,Yes,N/A,No,Intact,High,9961.24,0,9961.24
Printer,HP,6,Partially Working,2.1,Plastic,No,No,N/A,No,Slightly Worn,Low,585.96,2331,0.0
Printer,Epson,2,Working,35.7,Plastic,No,Yes,N/A,No,Damaged Wires,Low,9494.97,0,9494.97
Microwave,Panasonic,13,Working,25.3,Metal,No,No,N/A,No,N/A,High,6811.02,0,6811.02
Mobile,Vivo,11,Partially Working,13.3,Metal,No,No,Missing Parts,Yes,N/A,Low,907.43,2314,0.0
Laptop,Dell,13,Non-Working,59.3,Metal,No,No,Missing Parts,Yes,Damaged Wires,Medium,3376.36,3604,0.0
Laptop,HP,13,Non-Working,56.1,"Metal, Plastic",No,Yes,Missing Parts,No,Slightly Worn,Medium,4024.27,3937,87.26999999999998
Refrigerator,LG,15,Working,3.0,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,805.18,0,805.18
Mobile,Samsung,14,Non-Working,22.9,Metal,Yes,Yes,Minor Scratches,No,N/A,Medium,1817.59,1889,0.0
Refrigerator,Godrej,8,Working,43.9,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,12600.6,0,12600.6
Printer,HP,5,Partially Working,34.2,Metal,No,No,N/A,Yes,Intact,Low,3656.56,2141,1515.56
Microwave,LG,12,Scrap,9.6,"Metal, Plastic",No,Yes,N/A,No,N/A,Low,2691.66,0,2691.66
Printer,Epson,10,Scrap,45.0,Metal,No,Yes,N/A,Yes,Slightly Worn,Medium,6831.78,0,6831.78
Printer,HP,4,Non-Working,15.8,Plastic,No,Yes,N/A,No,Slightly Worn,Low,4154.8,1316,2838.8
Microwave,LG,1,Partially Working,7.8,Plastic,No,Yes,N/A,No,N/A,High,2156.51,3666,0.0
AC,Hitachi,7,Non-Working,37.0,"Plastic, Glass",No,No,N/A,No,Intact,Medium,10181.46,2009,8172.459999999999
TV,LG,11,Working,31.6,"Glass, Plastic, Metal",No,No,Minor Scratches,Yes,Damaged Wires,High,7970.24,0,7970.24
Microwave,Panasonic,7,Partially Working,58.0,Metal,No,No,N/A,Yes,N/A,Medium,12978.82,2070,10908.82
Washing Machine,Bosch,12,Partially Working,4.0,Metal,No,Yes,N/A,Yes,N/A,High,588.46,1328,0.0
Printer,Canon,7,Scrap,31.9,Metal,No,No,N/A,Yes,Intact,Low,7766.44,0,7766.44
Laptop,Lenovo,6,Partially Working,6.1,Metal,No,Yes,Cracked,No,Damaged Wires,Low,874.44,486,388.44000000000005
Laptop,Lenovo,10,Working,26.3,Plastic,Yes,No,No Damage,No,Intact,Medium,6303.08,0,6303.08
AC,Hitachi,2,Scrap,30.5,"Metal, Plastic",No,No,N/A,No,Damaged Wires,Low,6648.59,0,6648.59
Printer,Canon,3,Scrap,33.6,Plastic,No,No,N/A,No,Damaged Wires,Low,4489.86,0,4489.86
Mobile,Vivo,11,Partially Working,56.0,Metal,Yes,No,Minor Scratches,No,N/A,High,6358.94,2797,3561.9399999999996
Refrigerator,Godrej,13,Non-Working,29.0,Plastic,No,No,N/A,No,N/A,High,4541.98,1663,2878.9799999999996
Refrigerator,Godrej,1,Non-Working,23.3,Metal,No,Yes,N/A,No,N/A,High,1670.77,3298,0.0
Washing Machine,Bosch,8,Working,3.6,"Metal, Plastic",No,No,N/A,Yes,N/A,Medium,1036.11,0,1036.11
Mobile,Samsung,8,Non-Working,33.0,Plastic,No,Yes,Minor Scratches,No,N/A,High,7564.58,3793,3771.58
Microwave,LG,5,Non-Working,7.7,Plastic,No,No,N/A,No,N/A,Low,2050.57,1203,847.5700000000002
Microwave,Samsung,11,Partially Working,45.6,Plastic,No,Yes,N/A,No,N/A,High,5672.3,3884,1788.3000000000002
TV,Panasonic,14,Scrap,10.3,Plastic,No,Yes,No Damage,No,Intact,Low,2679.46,0,2679.46
Printer,HP,12,Scrap,30.0,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Intact,Medium,6837.86,0,6837.86
Printer,HP,6,Non-Working,47.4,Metal,No,No,N/A,No,Intact,Medium,7454.14,101,7353.14
Laptop,Acer,7,Partially Working,15.0,Metal,Yes,No,Minor Scratches,No,Slightly Worn,High,2675.01,3545,0.0
Microwave,Panasonic,9,Scrap,52.0,Plastic,No,No,N/A,No,N/A,Medium,8081.89,0,8081.89
Printer,HP,1,Working,3.6,"Glass, Plastic, Metal",No,No,N/A,No,Slightly Worn,Low,225.17,0,225.17
Refrigerator,LG,11,Scrap,31.8,"Metal, Plastic",No,Yes,N/A,Yes,N/A,High,4224.13,0,4224.13
TV,Panasonic,11,Non-Working,22.2,Plastic,No,No,No Damage,No,Intact,High,6116.23,558,5558.23
Washing Machine,IFB,13,Non-Working,31.7,Plastic,No,Yes,N/A,No,N/A,Low,8631.92,1140,7491.92
Printer,HP,7,Working,28.2,Plastic,No,Yes,N/A,No,Slightly Worn,Low,7921.81,0,7921.81
Laptop,HP,10,Non-Working,19.1,Plastic,Yes,Yes,No Damage,No,Damaged Wires,High,2383.46,2044,339.46000000000004
Printer,HP,4,Partially Working,36.3,Plastic,No,No,N/A,No,Slightly Worn,Medium,9126.97,3873,5253.969999999999
Mobile,Oppo,15,Non-Working,57.2,"Glass, Plastic, Metal",Yes,No,Missing Parts,No,N/A,High,13218.88,3228,9990.88
Printer,Canon,13,Scrap,31.2,"Metal, Plastic",No,Yes,N/A,Yes,Intact,Low,3443.31,0,3443.31
Microwave,Samsung,10,Working,31.4,Plastic,No,No,N/A,No,N/A,Medium,7734.0,0,7734.0
TV,Sony,12,Working,19.3,"Metal, Plastic",No,No,Cracked,No,Intact,Medium,4059.85,0,4059.85
AC,Voltas,10,Working,8.9,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Slightly Worn,Low,840.39,0,840.39
Refrigerator,LG,4,Working,8.7,Plastic,No,No,N/A,No,N/A,Medium,2475.21,0,2475.21
Microwave,LG,6,Working,36.4,Plastic,No,No,N/A,No,N/A,Low,7044.49,0,7044.49
Mobile,Oppo,11,Working,39.9,"Glass, Plastic, Metal",No,Yes,Missing Parts,No,N/A,Low,7344.13,0,7344.13
Washing Machine,LG,12,Scrap,41.4,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,6287.04,0,6287.04
Microwave,Panasonic,1,Non-Working,44.4,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,12862.23,3807,9055.23
AC,Voltas,2,Working,48.9,Plastic,No,Yes,N/A,No,Intact,Low,10033.48,0,10033.48
Printer,Epson,14,Scrap,3.2,"Plastic, Glass",No,No,N/A,No,Damaged Wires,Medium,448.76,0,448.76
Laptop,Lenovo,11,Scrap,4.7,"Glass, Plastic, Metal",Yes,Yes,No Damage,Yes,Intact,Low,530.11,0,530.11
Mobile,Vivo,14,Working,36.5,Metal,No,No,Cracked,No,N/A,High,4723.92,0,4723.92
TV,Panasonic,7,Partially Working,10.3,"Glass, Plastic, Metal",No,No,Minor Scratches,No,Damaged Wires,Medium,692.61,1569,0.0
Washing Machine,Bosch,11,Non-Working,19.2,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,4092.69,2741,1351.69
Refrigerator,LG,7,Working,24.3,"Metal, Plastic",No,Yes,N/A,No,N/A,Medium,3169.75,0,3169.75
AC,Voltas,12,Partially Working,57.6,Metal,No,Yes,N/A,Yes,Damaged Wires,Low,14716.86,665,14051.86
Microwave,Panasonic,9,Working,40.4,Plastic,No,No,N/A,No,N/A,Low,4509.7,0,4509.7
AC,Daikin,2,Partially Working,13.3,Plastic,No,Yes,N/A,No,Intact,Low,3767.74,2316,1451.7399999999998
Washing Machine,LG,11,Working,45.8,Metal,No,Yes,N/A,Yes,N/A,Low,7024.45,0,7024.45
Mobile,Oppo,14,Partially Working,28.3,"Metal, Plastic",Yes,No,Missing Parts,No,N/A,Low,2376.89,1085,1291.8899999999999
AC,Hitachi,13,Non-Working,7.9,"Metal, Plastic",No,Yes,N/A,No,Intact,Medium,2096.21,227,1869.21
TV,Panasonic,13,Non-Working,20.3,"Plastic, Glass",No,No,No Damage,No,Intact,High,3630.09,2939,691.0900000000001
Refrigerator,Samsung,11,Scrap,7.9,Plastic,No,No,N/A,No,N/A,Medium,1410.37,0,1410.37
Laptop,Dell,8,Working,31.5,"Plastic, Glass",Yes,No,No Damage,No,Slightly Worn,Low,2589.37,0,2589.37
Mobile,Samsung,8,Working,38.3,"Glass, Plastic, Metal",Yes,Yes,Minor Scratches,Yes,N/A,Medium,4677.17,0,4677.17
Mobile,Samsung,6,Partially Working,30.3,"Glass, Plastic, Metal",No,No,Minor Scratches,Yes,N/A,Medium,3982.99,1676,2306.99
TV,Samsung,9,Working,32.3,"Plastic, Glass",No,Yes,Cracked,No,Intact,Low,1702.03,0,1702.03
Refrigerator,Whirlpool,10,Working,9.2,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,623.46,0,623.46
Microwave,Samsung,13,Partially Working,52.7,Metal,No,No,N/A,Yes,N/A,Low,9585.74,678,8907.74
Refrigerator,Samsung,3,Partially Working,11.4,Plastic,No,No,N/A,No,N/A,High,890.92,3837,0.0
Laptop,Lenovo,11,Working,51.6,Plastic,No,Yes,No Damage,No,Damaged Wires,Medium,5918.09,0,5918.09
Microwave,Samsung,8,Non-Working,46.2,Plastic,No,Yes,N/A,No,N/A,Low,4758.98,1545,3213.9799999999996
AC,Daikin,4,Partially Working,47.3,Plastic,No,Yes,N/A,No,Intact,Medium,10505.67,407,10098.67
Laptop,Dell,10,Partially Working,59.2,"Metal, Plastic",No,No,Minor Scratches,No,Slightly Worn,High,12086.83,3189,8897.83
Laptop,Dell,9,Partially Working,56.1,"Glass, Plastic, Metal",No,No,Minor Scratches,Yes,Slightly Worn,Low,13777.91,1174,12603.91
AC,Daikin,5,Working,45.0,"Metal, Plastic",No,Yes,N/A,Yes,Intact,Low,12146.37,0,12146.37
Washing Machine,LG,4,Working,28.0,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,High,4972.67,0,4972.67
TV,LG,4,Working,37.6,"Metal, Plastic",No,No,No Damage,Yes,Damaged Wires,Low,2286.12,0,2286.12
AC,LG,5,Working,7.1,Plastic,No,No,N/A,No,Damaged Wires,Low,1678.54,0,1678.54
Laptop,Apple,8,Scrap,50.6,"Plastic, Glass",Yes,No,Cracked,No,Intact,High,9241.61,0,9241.61
Mobile,Oppo,2,Partially Working,3.3,"Metal, Plastic",Yes,Yes,Minor Scratches,Yes,N/A,Low,788.93,3511,0.0
Laptop,Acer,12,Scrap,10.8,"Plastic, Glass",Yes,No,Minor Scratches,No,Slightly Worn,Low,2404.99,0,2404.99
TV,Samsung,13,Non-Working,42.4,Metal,No,No,Missing Parts,Yes,Intact,Low,5940.03,3938,2002.0299999999997
Printer,HP,12,Working,52.2,"Metal, Plastic",No,No,N/A,No,Damaged Wires,High,13268.23,0,13268.23
Microwave,Panasonic,4,Working,47.4,Metal,No,No,N/A,Yes,N/A,High,5219.48,0,5219.48
AC,Hitachi,13,Non-Working,8.4,Plastic,No,No,N/A,No,Damaged Wires,High,2087.19,3412,0.0
Laptop,Apple,14,Partially Working,40.0,Metal,Yes,Yes,Minor Scratches,Yes,Intact,Medium,10345.34,2456,7889.34
Washing Machine,Bosch,9,Partially Working,44.5,Plastic,No,Yes,N/A,No,N/A,High,12629.05,245,12384.05
TV,Panasonic,15,Non-Working,5.6,Metal,No,Yes,No Damage,No,Slightly Worn,Low,1436.66,608,828.6600000000001
Microwave,Panasonic,12,Scrap,20.3,Plastic,No,No,N/A,No,N/A,Medium,3059.98,0,3059.98
Refrigerator,LG,10,Working,0.9,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Low,122.09,0,122.09
Printer,Canon,14,Scrap,30.7,Metal,No,Yes,N/A,Yes,Slightly Worn,Low,8841.92,0,8841.92
Refrigerator,Samsung,6,Working,28.2,"Metal, Plastic",No,Yes,N/A,Yes,N/A,High,3955.35,0,3955.35
Washing Machine,LG,10,Partially Working,21.8,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Medium,2239.83,3358,0.0
Refrigerator,Godrej,2,Working,20.9,"Metal, Plastic",No,No,N/A,No,N/A,Low,5413.74,0,5413.74
Printer,Canon,14,Partially Working,34.6,Plastic,No,No,N/A,No,Intact,High,4343.58,2215,2128.58
TV,Sony,12,Scrap,13.4,Plastic,No,Yes,Minor Scratches,No,Damaged Wires,Low,3990.18,0,3990.18
TV,LG,14,Partially Working,33.8,Metal,No,No,Cracked,No,Damaged Wires,Low,9590.31,1842,7748.3099999999995
Washing Machine,Bosch,9,Working,24.4,Plastic,No,Yes,N/A,No,N/A,Low,2212.5,0,2212.5
TV,LG,4,Working,22.2,"Plastic, Glass",No,No,No Damage,No,Intact,Low,3857.25,0,3857.25
Refrigerator,Godrej,12,Partially Working,43.7,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,Low,12983.85,795,12188.85
Laptop,HP,14,Partially Working,49.1,"Plastic, Glass",No,Yes,Minor Scratches,No,Intact,Low,6321.23,1709,4612.23
Washing Machine,LG,15,Scrap,31.0,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Medium,1593.76,0,1593.76
Refrigerator,Samsung,4,Working,32.5,Plastic,No,No,N/A,No,N/A,Low,2674.41,0,2674.41
Refrigerator,Samsung,8,Non-Working,18.6,Metal,No,No,N/A,Yes,N/A,Low,3254.21,1393,1861.21
Mobile,Apple,13,Scrap,30.7,"Metal, Plastic",Yes,No,Missing Parts,No,N/A,Low,4643.55,0,4643.55
Washing Machine,IFB,2,Partially Working,7.1,Plastic,No,No,N/A,No,N/A,High,1778.26,1235,543.26
Laptop,Apple,9,Partially Working,52.6,Plastic,Yes,Yes,Missing Parts,No,Intact,Medium,10150.41,1037,9113.41
Printer,HP,15,Working,28.6,"Glass, Plastic, Metal",No,Yes,N/A,No,Intact,Medium,8113.42,0,8113.42
Mobile,Oppo,8,Non-Working,45.9,"Glass, Plastic, Metal",Yes,Yes,Cracked,No,N/A,Medium,6815.91,2155,4660.91
Microwave,LG,10,Partially Working,43.7,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,7657.63,709,6948.63
Mobile,Oppo,7,Non-Working,34.6,Plastic,No,No,Cracked,No,N/A,Low,4733.68,3492,1241.6800000000003
Microwave,Panasonic,2,Scrap,26.5,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Medium,2457.79,0,2457.79
Laptop,Acer,15,Scrap,51.7,"Plastic, Glass",Yes,Yes,Missing Parts,No,Slightly Worn,Medium,15372.74,0,15372.74
Washing Machine,Bosch,10,Partially Working,6.3,Plastic,No,Yes,N/A,No,N/A,Medium,818.83,2575,0.0
Laptop,Dell,12,Non-Working,38.1,"Metal, Plastic",Yes,Yes,Minor Scratches,Yes,Slightly Worn,Medium,5892.51,2084,3808.51
Mobile,OnePlus,5,Partially Working,27.7,"Glass, Plastic, Metal",Yes,No,Cracked,No,N/A,High,7287.02,3270,4017.0200000000004
TV,Sony,3,Non-Working,3.9,"Glass, Plastic, Metal",No,No,Missing Parts,Yes,Slightly Worn,High,790.56,1305,0.0
Microwave,Panasonic,7,Non-Working,0.6,Plastic,No,Yes,N/A,No,N/A,High,54.45,699,0.0
Printer,Canon,8,Scrap,11.5,Plastic,No,Yes,N/A,No,Slightly Worn,High,1915.91,0,1915.91
Laptop,Dell,8,Scrap,57.7,"Metal, Plastic",Yes,No,Missing Parts,No,Intact,Medium,16710.08,0,16710.08
Refrigerator,Whirlpool,13,Working,43.9,"Plastic, Glass",No,Yes,N/A,No,N/A,High,4770.42,0,4770.42
TV,Samsung,11,Working,24.1,Metal,No,No,No Damage,No,Damaged Wires,High,6324.43,0,6324.43
TV,Sony,4,Scrap,33.5,Plastic,No,No,Minor Scratches,No,Damaged Wires,High,2325.8,0,2325.8
AC,Hitachi,6,Scrap,3.2,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,High,794.68,0,794.68
Microwave,Samsung,5,Working,36.1,Metal,No,No,N/A,Yes,N/A,High,1928.15,0,1928.15
TV,LG,3,Non-Working,15.8,Plastic,No,Yes,Minor Scratches,No,Slightly Worn,Medium,1521.13,3665,0.0
TV,Sony,4,Scrap,15.5,"Metal, Plastic",No,Yes,Missing Parts,No,Intact,Medium,2137.46,0,2137.46
Printer,HP,7,Working,39.6,"Glass, Plastic, Metal",No,No,N/A,No,Damaged Wires,High,6946.89,0,6946.89
Mobile,Vivo,15,Non-Working,28.8,Metal,Yes,No,Minor Scratches,No,N/A,Low,4313.32,1110,3203.3199999999997
AC,LG,14,Working,43.6,Metal,No,Yes,N/A,Yes,Slightly Worn,Low,10652.34,0,10652.34
AC,Daikin,5,Scrap,57.4,"Glass, Plastic, Metal",No,No,N/A,No,Slightly Worn,Medium,5152.08,0,5152.08
Refrigerator,Godrej,14,Partially Working,47.5,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,Medium,12111.81,984,11127.81
Washing Machine,Bosch,12,Partially Working,12.2,Metal,No,Yes,N/A,No,N/A,Medium,2316.12,1902,414.1199999999999
AC,Daikin,2,Non-Working,29.5,"Plastic, Glass",No,No,N/A,No,Intact,Medium,5117.25,2907,2210.25
AC,Hitachi,5,Non-Working,44.6,Metal,No,Yes,N/A,Yes,Slightly Worn,High,4092.6,2699,1393.6
Washing Machine,LG,15,Scrap,26.5,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,3782.56,0,3782.56
Mobile,Oppo,3,Non-Working,10.8,Metal,No,No,Cracked,Yes,N/A,Medium,2863.22,2275,588.2199999999998
Mobile,OnePlus,13,Partially Working,40.2,Plastic,No,No,No Damage,No,N/A,High,4565.6,977,3588.6000000000004
Refrigerator,LG,11,Scrap,31.5,Plastic,No,No,N/A,No,N/A,High,7930.03,0,7930.03
Mobile,Apple,5,Partially Working,50.8,Plastic,Yes,No,No Damage,No,N/A,High,14331.96,1535,12796.96
AC,Hitachi,15,Non-Working,52.2,"Metal, Plastic",No,No,N/A,Yes,Damaged Wires,Medium,13420.17,3264,10156.17
Laptop,Acer,7,Partially Working,12.2,Metal,No,Yes,Missing Parts,Yes,Damaged Wires,High,801.15,1835,0.0
Printer,Canon,6,Working,35.2,Plastic,No,Yes,N/A,No,Slightly Worn,Medium,7649.99,0,7649.99
Printer,Canon,2,Scrap,56.1,Plastic,No,Yes,N/A,No,Intact,Low,9623.63,0,9623.63
AC,Hitachi,12,Non-Working,18.9,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Slightly Worn,Medium,5399.08,2523,2876.08
TV,Sony,9,Working,38.9,"Plastic, Glass",No,Yes,Missing Parts,No,Intact,Low,2076.16,0,2076.16
AC,Daikin,14,Working,46.2,Plastic,No,Yes,N/A,No,Slightly Worn,Medium,3203.82,0,3203.82
Printer,Epson,12,Working,13.1,Metal,No,Yes,N/A,Yes,Slightly Worn,High,1503.49,0,1503.49
Mobile,Apple,1,Scrap,6.6,Plastic,Yes,No,No Damage,No,N/A,Low,1102.48,0,1102.48
Microwave,LG,5,Partially Working,48.2,Plastic,No,No,N/A,No,N/A,Medium,3229.71,2004,1225.71
TV,LG,14,Non-Working,38.4,"Plastic, Glass",No,No,Minor Scratches,No,Damaged Wires,Low,2825.31,364,2461.31
AC,Voltas,1,Working,44.1,"Plastic, Glass",No,No,N/A,No,Damaged Wires,High,5043.65,0,5043.65
AC,Hitachi,4,Working,16.6,Plastic,No,No,N/A,No,Slightly Worn,Medium,2908.6,0,2908.6
TV,Panasonic,1,Scrap,20.0,"Plastic, Glass",No,No,Missing Parts,No,Damaged Wires,High,2264.51,0,2264.51
AC,Voltas,6,Non-Working,1.0,Plastic,No,Yes,N/A,No,Damaged Wires,High,131.76,502,0.0
AC,LG,13,Partially Working,1.2,Metal,No,Yes,N/A,No,Slightly Worn,Medium,207.9,1437,0.0
Microwave,Samsung,10,Working,9.8,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Medium,2914.22,0,2914.22
AC,Daikin,12,Working,58.5,Metal,No,Yes,N/A,Yes,Damaged Wires,Low,4904.05,0,4904.05
AC,LG,12,Partially Working,29.0,"Metal, Plastic",No,No,N/A,Yes,Slightly Worn,Low,6650.78,3510,3140.7799999999997
Microwave,Samsung,4,Partially Working,4.5,Metal,No,Yes,N/A,Yes,N/A,High,1274.13,292,982.1300000000001
TV,LG,5,Non-Working,9.9,"Metal, Plastic",No,Yes,No Damage,Yes,Damaged Wires,Low,2732.5,2583,149.5
TV,Panasonic,14,Scrap,24.3,"Metal, Plastic",No,No,No Damage,Yes,Damaged Wires,High,5648.78,0,5648.78
Refrigerator,LG,2,Non-Working,51.1,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,High,4064.37,693,3371.37
AC,Daikin,5,Non-Working,3.3,"Metal, Plastic",No,Yes,N/A,No,Slightly Worn,Medium,225.58,615,0.0
Refrigerator,Samsung,3,Partially Working,58.3,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,Low,11680.32,1670,10010.32
Washing Machine,IFB,12,Partially Working,22.9,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,2425.1,2114,311.0999999999999
Printer,Canon,2,Scrap,46.2,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Intact,High,5269.66,0,5269.66
Microwave,Panasonic,3,Non-Working,32.9,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,Medium,8423.13,3949,4474.129999999999
Washing Machine,IFB,10,Non-Working,55.7,Metal,No,Yes,N/A,No,N/A,Low,6516.11,1527,4989.11
Washing Machine,IFB,1,Partially Working,33.0,"Glass, Plastic, Metal",No,No,N/A,No,N/A,High,8195.64,2046,6149.639999999999
Printer,HP,1,Scrap,56.3,"Plastic, Glass",No,No,N/A,No,Slightly Worn,Low,4216.66,0,4216.66
Microwave,LG,4,Partially Working,30.6,Plastic,No,No,N/A,No,N/A,High,5093.2,2628,2465.2
Refrigerator,LG,9,Working,1.4,Plastic,No,Yes,N/A,No,N/A,Medium,247.82,0,247.82
Laptop,Lenovo,12,Partially Working,23.6,"Metal, Plastic",No,No,No Damage,No,Damaged Wires,Medium,1181.52,1359,0.0
Washing Machine,Samsung,6,Non-Working,47.1,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,10546.11,1578,8968.11
Washing Machine,Samsung,9,Partially Working,29.3,Plastic,No,No,N/A,No,N/A,Medium,5332.5,2844,2488.5
Microwave,Samsung,15,Non-Working,35.3,Metal,No,No,N/A,Yes,N/A,Medium,3373.21,2988,385.21000000000004
Printer,Canon,1,Non-Working,9.4,Metal,No,No,N/A,No,Slightly Worn,Medium,2273.24,1154,1119.2399999999998
Microwave,LG,11,Scrap,11.5,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,1009.48,0,1009.48
Laptop,Dell,2,Working,15.1,Metal,Yes,No,Cracked,Yes,Slightly Worn,High,3006.45,0,3006.45
Laptop,Dell,5,Scrap,23.1,Plastic,No,No,Minor Scratches,No,Damaged Wires,Low,6811.3,0,6811.3
AC,Daikin,10,Partially Working,37.6,Plastic,No,No,N/A,No,Slightly Worn,Medium,8841.16,2701,6140.16
Microwave,LG,12,Working,17.8,Metal,No,Yes,N/A,Yes,N/A,Medium,2530.45,0,2530.45
AC,Hitachi,13,Scrap,7.5,"Plastic, Glass",No,Yes,N/A,No,Damaged Wires,Low,394.75,0,394.75
Washing Machine,Bosch,9,Scrap,45.7,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,6505.54,0,6505.54
Refrigerator,Samsung,8,Scrap,49.5,Plastic,No,No,N/A,No,N/A,High,6994.09,0,6994.09
TV,Panasonic,9,Partially Working,59.0,Metal,No,Yes,Missing Parts,Yes,Intact,Low,17263.93,1688,15575.93
TV,LG,6,Partially Working,20.0,"Metal, Plastic",No,Yes,Minor Scratches,No,Damaged Wires,Low,3244.58,1527,1717.58
Printer,HP,1,Working,35.9,"Glass, Plastic, Metal",No,No,N/A,Yes,Damaged Wires,Low,8120.61,0,8120.61
AC,Voltas,7,Working,44.6,Metal,No,Yes,N/A,No,Intact,Low,4068.07,0,4068.07
AC,Daikin,13,Non-Working,9.2,Plastic,No,Yes,N/A,No,Slightly Worn,High,2689.16,3899,0.0
Laptop,Dell,13,Non-Working,37.8,"Glass, Plastic, Metal",Yes,Yes,Missing Parts,No,Slightly Worn,Medium,8862.39,3021,5841.389999999999
Washing Machine,LG,15,Working,3.5,Plastic,No,Yes,N/A,No,N/A,Medium,676.7,0,676.7
Printer,Epson,8,Scrap,42.0,"Glass, Plastic, Metal",No,Yes,N/A,No,Slightly Worn,Low,10999.86,0,10999.86
AC,Voltas,3,Non-Working,43.9,Plastic,No,No,N/A,No,Slightly Worn,High,6111.26,1764,4347.26
Mobile,Apple,5,Scrap,14.4,"Glass, Plastic, Metal",Yes,No,Missing Parts,No,N/A,Low,2368.86,0,2368.86
Washing Machine,Samsung,1,Non-Working,35.2,"Plastic, Glass",No,No,N/A,No,N/A,Low,5423.62,3846,1577.62
